Grid Size,RTX 4070 Ti,A100 SXM4,V100 SXM2
512.0,0.001443001443001443,0.001141552511415525,0.001004016064257028
768.0,0.005050505050505051,0.0031963470319634705,0.0035140562248995983
1024.0,0.010822510822510822,0.007077625570776256,0.0077811244979919675
1280.0,0.019841269841269844,0.012100456621004566,0.01355421686746988
1536.0,0.030663780663780667,0.018949771689497717,0.021837349397590362
1792.0,0.044011544011544015,0.028538812785388126,0.030120481927710843
