Grid Size,RTX 4070 Ti,A100 SXM4,V100 SXM2
512.0,0.00010056673881673881,7.612876712328768e-05,9.477836345381527e-05
768.0,5.777525252525252e-05,9.851643835616437e-05,0.00011606325301204818
1024.0,0.0009336800144300144,0.0003376061643835617,0.0002510783132530121
1280.0,0.002023752886002886,0.0006804712328767123,0.0006971972891566265
1536.0,0.0005928463203463204,0.0009369089041095889,0.0012773227911646587
1792.0,0.0009096363636363636,0.0016634984018264842,0.0015626224899598392
