5,0.9649
6,0.9569
7,0.9489
8,0.9409
9,0.933
10,0.9282
11,0.9234
12,0.9186
13,0.9138
14,0.909
15,0.9004
16,0.8904
17,0.8805
18,0.8706
19,0.8607
20,0.8521
21,0.8435
22,0.8349
23,0.8262
24,0.817
25,0.8077
26,0.7985
27,0.7892
28,0.78
29,0.7644
30,0.7459
31,0.7274
32,0.7123
33,0.6975
34,0.6826
35,0.6675
36,0.644
37,0.6205
38,0.597
39,0.5731
40,0.52
41,0.4309
42,0.1627
43,0.0862
44,0.0739
45,0.0617
46,0.0507
47,0.0473
48,0.0438
49,0.0404
